"Date","Price","Open","High","Low","Vol.","Change %"
"05/27/2016","488.13","485.81","489.07","485.21","","0.46%"
"05/26/2016","485.89","487.51","488.98","485.59","","-0.10%"
"05/25/2016","486.38","490.28","491.82","486.02","","-0.32%"
"05/24/2016","487.95","491.99","493.25","487.51","","-0.81%"
"05/23/2016","491.91","494.06","494.64","487.77","","-0.86%"
"05/20/2016","496.20","499.40","500.19","495.81","","-0.30%"
"05/19/2016","497.67","489.81","499.23","489.81","","1.41%"
"05/18/2016","490.73","489.20","491.37","488.72","","0.46%"
"05/17/2016","488.50","490.18","493.23","487.96","","-0.02%"
"05/16/2016","488.62","489.18","490.03","487.06","","-0.15%"
"05/13/2016","489.35","489.88","490.29","487.04","","-0.07%"
"05/12/2016","489.68","496.69","497.54","489.13","","-1.07%"
"05/11/2016","494.97","496.90","497.82","493.52","","-0.06%"
"05/10/2016","495.28","494.25","495.90","490.73","","-0.06%"
"05/09/2016","495.60","493.98","496.67","493.82","","1.12%"
"05/06/2016","490.09","490.02","496.14","488.51","","0.06%"
"05/05/2016","489.81","476.05","490.82","476.05","","2.80%"
"05/04/2016","476.48","469.51","480.08","468.97","","1.60%"
"05/03/2016","468.99","461.53","469.47","460.07","","1.54%"
"05/02/2016","461.89","465.96","468.51","460.46","","-0.78%"
"04/29/2016","465.52","460.29","467.68","458.74","","1.45%"
"04/28/2016","458.86","456.61","461.52","456.61","","0.77%"
"04/27/2016","455.36","450.31","456.17","449.86","","1.45%"
"04/26/2016","448.85","447.55","453.46","447.39","","0.31%"
"04/25/2016","447.45","449.44","449.44","445.15","","-0.39%"
"04/22/2016","449.21","447.76","451.22","447.66","","0.39%"
"04/21/2016","447.46","449.53","452.42","446.36","","-0.02%"
"04/20/2016","447.54","448.89","449.67","447.02","","-0.29%"
"04/19/2016","448.85","449.69","451.02","447.85","","-0.09%"
"04/18/2016","449.26","447.35","450.01","446.16","","0.00%"
"04/15/2016","449.28","449.98","452.51","448.61","","-0.23%"
"04/14/2016","450.33","449.07","451.01","447.94","","0.30%"
"04/13/2016","449.00","448.42","450.21","446.60","","0.29%"
"04/12/2016","447.69","446.78","448.46","445.03","","0.23%"
"04/11/2016","446.65","451.48","452.74","446.31","","-0.78%"
"04/08/2016","450.18","449.14","450.62","448.75","","0.20%"
"04/07/2016","449.29","452.20","452.20","448.94","","-0.47%"
"04/06/2016","451.41","450.05","452.97","450.05","","0.47%"
"04/05/2016","449.28","451.01","452.39","448.31","","-0.38%"
"04/04/2016","451.01","445.78","451.33","444.06","","1.20%"
"04/01/2016","445.65","442.00","446.37","441.67","","0.84%"
"03/31/2016","441.93","439.34","443.17","439.29","","0.48%"
"03/30/2016","439.81","441.10","442.51","439.63","","-0.27%"
"03/29/2016","441.02","443.03","443.63","440.72","","-0.42%"
"03/28/2016","442.88","442.08","444.21","440.45","","-0.01%"
"03/25/2016","442.91","443.03","443.66","442.13","","0.03%"
"03/24/2016","442.78","444.74","445.78","442.37","","-0.75%"
"03/22/2016","446.12","446.79","450.62","444.69","","-0.48%"
"03/21/2016","448.27","449.90","450.13","447.95","","-0.46%"
"03/18/2016","450.34","450.50","451.64","447.64","","0.29%"
"03/17/2016","449.04","449.62","450.71","447.83","","0.32%"
"03/16/2016","447.61","443.76","448.49","443.59","","0.79%"
"03/15/2016","444.08","447.40","447.40","443.76","","-0.63%"
"03/14/2016","446.89","447.48","449.26","446.39","","-0.25%"
"03/11/2016","447.99","448.67","449.14","445.23","","-0.27%"
"03/10/2016","449.22","454.30","455.09","448.76","","-1.13%"
"03/09/2016","454.35","455.13","456.23","452.80","","-0.38%"
"03/08/2016","456.08","458.57","459.64","454.36","","-0.01%"
"03/07/2016","456.14","449.80","456.57","449.80","","2.27%"
"03/04/2016","446.01","443.65","446.67","443.11","","1.11%"
"03/03/2016","441.11","434.85","443.64","434.85","","1.76%"
"03/02/2016","433.49","432.02","435.97","432.02","","0.58%"
"03/01/2016","430.98","428.81","431.38","427.94","","0.65%"
"02/29/2016","428.20","426.22","429.15","425.37","","0.41%"
"02/26/2016","426.45","417.88","427.60","417.88","","2.26%"
"02/25/2016","417.03","418.05","419.40","415.88","","-0.31%"
"02/24/2016","418.31","416.59","420.74","414.83","","0.25%"
"02/23/2016","417.26","419.32","421.80","413.96","","-0.16%"
"02/22/2016","417.93","421.46","422.15","416.49","","-0.65%"
"02/19/2016","420.65","424.29","424.29","419.19","","-0.71%"
"02/18/2016","423.65","426.39","428.48","423.00","","-0.11%"
"02/17/2016","424.12","428.20","428.20","422.06","","-0.93%"
"02/16/2016","428.10","434.71","437.01","427.00","","-1.08%"
"02/15/2016","432.78","428.76","434.25","428.76","","1.82%"
"02/12/2016","425.03","432.13","433.94","423.89","","-1.48%"
"02/11/2016","431.40","435.39","437.34","431.27","","-1.08%"
"02/10/2016","436.13","439.49","440.35","435.73","","-1.12%"
"02/09/2016","441.05","445.81","445.82","440.30","","-0.91%"
"02/08/2016","445.10","440.81","448.30","440.77","","0.74%"
"02/04/2016","441.82","438.11","442.36","438.11","","1.49%"
"02/03/2016","435.32","432.86","437.73","430.07","","0.38%"
"02/02/2016","433.68","431.83","437.55","431.83","","0.40%"
"02/01/2016","431.96","422.38","432.17","422.38","","2.87%"
"01/29/2016","419.90","420.59","423.38","419.15","","0.26%"
"01/28/2016","418.82","418.94","419.42","415.63","","0.52%"
"01/27/2016","416.64","419.88","422.65","416.32","","-0.27%"
"01/26/2016","417.78","417.18","418.99","414.90","","-0.37%"
"01/25/2016","419.35","418.92","423.81","417.85","","0.75%"
"01/22/2016","416.23","417.10","417.91","415.25","","0.44%"
"01/21/2016","414.39","415.71","418.28","413.64","","-0.12%"
"01/20/2016","414.89","419.60","419.62","413.63","","-1.58%"
"01/19/2016","421.53","417.24","422.58","414.56","","1.19%"
"01/18/2016","416.59","420.25","420.25","404.25","","-1.39%"
"01/15/2016","422.45","430.96","432.07","421.05","","-1.51%"
"01/14/2016","428.93","436.45","436.45","426.65","","-1.91%"
"01/13/2016","437.27","439.89","442.58","435.63","","-0.35%"
"01/12/2016","438.80","437.42","440.07","433.99","","0.06%"
"01/11/2016","438.54","442.63","442.72","437.98","","-0.93%"
"01/08/2016","442.64","446.35","447.90","442.17","","-0.73%"
"01/07/2016","445.90","449.62","449.62","445.56","","-1.26%"
"01/06/2016","451.59","454.85","454.85","451.31","","-0.41%"
"01/05/2016","453.47","451.96","454.42","446.86","","-0.36%"
"01/04/2016","455.12","459.00","459.62","454.25","","-0.76%"
"01/01/2016","458.60","453.53","459.44","453.05","","1.10%"
"12/31/2015","453.62","454.72","454.86","452.59","","-0.23%"
"12/30/2015","454.65","455.00","456.17","453.19","","0.14%"
"12/29/2015","454.03","450.83","455.91","450.83","","0.69%"
"12/28/2015","450.93","450.42","453.48","449.87","","0.30%"
"12/23/2015","449.58","451.75","452.18","449.25","","-0.33%"
"12/22/2015","451.06","453.33","454.49","450.58","","-0.08%"
"12/21/2015","451.42","453.67","453.72","448.55","","-0.70%"
"12/18/2015","454.61","461.94","462.96","454.24","","-1.58%"
"12/17/2015","461.93","455.04","463.02","455.04","","1.55%"
"12/16/2015","454.88","450.94","455.49","450.94","","1.31%"
"12/15/2015","449.01","455.62","457.53","448.13","","-1.03%"
"12/14/2015","453.68","457.64","457.64","450.01","","-0.96%"
"12/11/2015","458.06","460.26","460.41","456.64","","-0.49%"
"12/10/2015","460.31","456.79","462.22","456.79","","0.87%"
"12/09/2015","456.35","453.31","456.93","453.31","","0.85%"
"12/08/2015","452.51","452.97","455.69","451.36","","-0.36%"
"12/07/2015","454.14","453.59","457.21","450.82","","-0.18%"
"12/04/2015","454.98","453.38","456.31","453.20","","0.54%"
"12/03/2015","452.55","451.47","454.73","447.56","","-0.07%"
"12/02/2015","452.87","445.45","454.27","442.85","","2.29%"
"12/01/2015","442.75","448.83","452.84","442.02","","-1.37%"
"11/30/2015","448.89","461.12","461.74","447.65","","-2.63%"
"11/27/2015","461.03","462.57","464.02","459.20","","-0.34%"
"11/26/2015","462.60","466.49","469.63","462.06","","-0.79%"
"11/25/2015","466.29","473.75","474.00","465.55","","-1.47%"
"11/24/2015","473.25","475.13","476.81","473.11","","-0.29%"
"11/23/2015","474.63","476.31","476.83","474.28","","-0.32%"
"11/20/2015","476.15","477.47","478.97","475.73","","-0.26%"
"11/19/2015","477.41","477.61","478.46","477.14","","-0.10%"
"11/18/2015","477.88","480.91","482.28","477.53","","-0.55%"
"11/17/2015","480.53","479.17","482.00","479.17","","0.45%"
"11/16/2015","478.40","482.30","482.56","477.73","","-1.07%"
"11/13/2015","483.57","486.20","486.20","483.28","","-0.56%"
"11/12/2015","486.31","482.70","487.29","482.32","","0.75%"
"11/11/2015","482.67","481.13","483.35","477.26","","0.20%"
"11/10/2015","481.72","490.82","490.82","481.35","","-2.05%"
"11/09/2015","491.80","493.62","493.62","490.89","","-0.35%"
"11/06/2015","493.55","493.49","493.96","492.43","","0.05%"
"11/05/2015","493.32","495.26","495.75","492.54","","-0.48%"
"11/04/2015","495.71","494.56","496.07","493.62","","0.71%"
"11/03/2015","492.20","492.56","494.07","491.86","","0.01%"
"11/02/2015","492.17","492.19","494.91","491.67","","0.05%"
"10/30/2015","491.93","493.83","494.31","490.93","","-0.06%"
"10/29/2015","492.23","490.39","492.98","489.97","","0.98%"
"10/28/2015","487.47","483.54","488.65","483.34","","0.74%"
"10/27/2015","483.90","485.20","485.68","483.24","","-0.32%"
"10/26/2015","485.43","487.22","488.86","485.12","","-0.41%"
"10/22/2015","487.44","488.37","489.79","486.81","","-0.21%"
"10/21/2015","488.45","486.73","489.29","486.25","","0.37%"
"10/20/2015","486.67","486.42","488.39","485.32","","-0.03%"
"10/19/2015","486.82","487.98","489.38","486.32","","-0.29%"
"10/16/2015","488.24","487.36","488.94","484.20","","0.19%"
"10/15/2015","487.30","489.65","492.46","487.28","","-0.41%"
"10/14/2015","489.29","490.45","491.90","487.13","","-0.23%"
"10/13/2015","490.44","490.39","493.98","488.85","","-0.42%"
"10/12/2015","492.51","487.68","493.55","484.91","","1.61%"
"10/09/2015","484.69","477.96","487.51","477.96","","1.43%"
"10/08/2015","477.85","477.93","479.39","475.53","","-0.11%"
"10/07/2015","478.37","477.60","479.43","475.32","","0.61%"
"10/06/2015","475.46","470.14","476.29","470.14","","1.62%"
"10/05/2015","467.90","472.54","473.59","466.96","","-0.87%"
"10/02/2015","472.03","467.66","473.42","466.53","","0.83%"
"10/01/2015","468.14","462.55","468.71","461.87","","1.50%"
"09/30/2015","461.22","464.50","469.32","459.50","","-0.33%"
"09/29/2015","462.73","469.34","469.34","459.73","","-1.62%"
"09/28/2015","470.33","472.84","474.61","469.56","","-0.39%"
"09/23/2015","472.16","473.32","473.82","471.43","","-0.33%"
"09/22/2015","473.72","475.21","479.32","472.84","","-0.28%"
"09/21/2015","475.04","473.80","476.20","469.44","","0.17%"
"09/18/2015","474.24","484.17","484.59","473.87","","-1.69%"
"09/17/2015","482.41","490.24","493.74","480.69","","-1.27%"
"09/16/2015","488.60","488.04","490.27","487.48","","0.35%"
"09/15/2015","486.91","492.46","492.97","485.36","","-1.11%"
"09/14/2015","492.38","496.79","497.56","491.18","","-0.76%"
"09/11/2015","496.17","500.43","501.44","495.70","","-0.26%"
"09/10/2015","497.45","496.22","498.26","491.68","","-0.33%"
"09/09/2015","499.10","494.42","500.22","491.26","","1.59%"
"09/08/2015","491.28","482.91","491.63","479.75","","1.71%"
"09/07/2015","483.04","496.54","496.54","479.97","","-2.73%"
"09/04/2015","496.60","504.88","509.20","492.78","","-1.51%"
"09/03/2015","504.22","503.81","506.68","503.45","","0.38%"
"09/02/2015","502.29","502.21","503.85","498.29","","-0.64%"
"09/01/2015","505.55","510.18","512.65","503.02","","-0.75%"
"08/31/2015","509.39","503.03","510.90","500.68","","1.30%"
"08/28/2015","502.83","500.68","505.01","500.68","","1.37%"
"08/27/2015","496.01","493.05","497.79","493.05","","0.94%"
"08/26/2015","491.41","496.63","498.16","489.26","","-1.00%"
"08/25/2015","496.39","491.54","497.31","486.77","","1.09%"
"08/24/2015","491.02","511.51","511.51","489.25","","-4.41%"
"08/21/2015","513.67","523.88","526.19","510.96","","-2.11%"
"08/20/2015","524.75","526.90","526.90","522.49","","-0.49%"
"08/19/2015","527.31","529.27","532.66","526.64","","-0.20%"
"08/18/2015","528.35","530.63","532.51","526.77","","-0.41%"
"08/17/2015","530.55","538.71","538.99","530.41","","-1.45%"
"08/13/2015","538.37","538.50","540.58","537.74","","-0.03%"
"08/12/2015","538.52","544.40","545.02","537.79","","-1.14%"
"08/11/2015","544.73","544.01","545.86","542.81","","0.28%"
"08/10/2015","543.23","546.52","548.13","542.41","","-0.61%"
"08/07/2015","546.56","547.19","548.80","545.36","","-0.20%"
"08/06/2015","547.64","549.35","552.20","547.36","","-0.29%"
"08/05/2015","549.21","547.34","552.48","546.40","","0.52%"
"08/04/2015","546.36","545.23","547.67","542.83","","0.21%"
"08/03/2015","545.22","544.30","545.90","543.11","","0.24%"
"07/31/2015","543.92","544.08","545.09","541.39","","0.06%"
"07/30/2015","543.58","543.82","548.48","540.53","","0.30%"
"07/29/2015","541.96","534.32","543.34","534.32","","1.50%"
"07/28/2015","533.97","532.98","536.57","531.67","","0.20%"
"07/27/2015","532.91","541.85","542.19","532.30","","-1.57%"
"07/24/2015","541.41","544.02","544.45","540.55","","-0.47%"
"07/23/2015","543.99","546.42","546.71","542.80","","-0.33%"
"07/22/2015","545.81","543.31","546.72","543.31","","0.47%"
"07/16/2015","543.25","539.56","547.10","539.22","","0.73%"
"07/15/2015","539.29","533.62","539.67","533.62","","0.74%"
"07/14/2015","535.31","539.89","542.42","534.56","","-0.85%"
"07/13/2015","539.89","533.92","540.94","531.91","","1.21%"
"07/10/2015","533.46","532.68","536.43","532.68","","0.27%"
"07/09/2015","532.02","536.05","536.79","531.37","","-0.66%"
"07/08/2015","535.55","539.05","539.39","534.14","","-0.69%"
"07/07/2015","539.27","542.79","543.95","538.60","","-0.64%"
"07/06/2015","542.75","543.78","544.16","539.79","","-0.10%"
"07/03/2015","543.31","539.55","545.47","539.15","","0.87%"
"07/02/2015","538.60","533.98","539.92","533.98","","0.94%"
"07/01/2015","533.56","525.41","534.23","525.41","","1.60%"
"06/30/2015","525.14","519.65","525.44","519.65","","1.12%"
"06/29/2015","519.34","515.28","520.04","513.61","","0.77%"
"06/26/2015","515.38","517.35","517.68","514.15","","-0.37%"
"06/25/2015","517.29","520.95","521.12","516.10","","-0.68%"
"06/24/2015","520.81","518.88","522.58","518.51","","0.63%"
"06/23/2015","517.53","523.09","523.23","517.09","","-0.96%"
"06/22/2015","522.54","527.09","527.09","519.01","","-0.86%"
"06/19/2015","527.09","528.92","529.33","525.98","","-0.22%"
"06/18/2015","528.24","525.35","531.03","525.35","","0.71%"
"06/17/2015","524.50","526.31","527.39","523.31","","-0.35%"
"06/16/2015","526.34","531.45","531.86","524.94","","-1.01%"
"06/15/2015","531.69","532.79","534.60","530.47","","-0.31%"
"06/12/2015","533.35","535.94","536.20","532.17","","-0.17%"
"06/11/2015","534.28","530.17","535.81","530.12","","1.06%"
"06/10/2015","528.66","528.36","533.04","527.06","","0.05%"
"06/09/2015","528.42","526.77","531.99","526.77","","0.41%"
"06/08/2015","526.25","519.68","528.75","511.47","","-0.51%"
"06/05/2015","528.96","532.61","532.64","528.53","","-0.62%"
"06/04/2015","532.26","531.33","533.27","529.88","","0.09%"
"06/03/2015","531.77","532.41","536.20","530.78","","0.04%"
"06/02/2015","531.55","523.89","533.23","523.89","","1.67%"
"06/01/2015","522.82","514.73","523.48","514.50","","1.84%"
"05/29/2015","513.37","507.26","515.18","507.26","","1.25%"
"05/28/2015","507.02","508.65","508.72","505.41","","-0.42%"
"05/27/2015","509.15","506.11","509.88","505.51","","0.98%"
"05/26/2015","504.20","508.73","509.26","502.62","","-0.69%"
"05/25/2015","507.71","511.73","511.73","503.95","","-0.53%"
"05/22/2015","510.40","510.33","513.09","508.74","","0.12%"
"05/21/2015","509.78","510.18","511.60","508.72","","0.00%"
"05/20/2015","509.76","512.22","512.58","509.15","","-0.53%"
"05/19/2015","512.46","514.77","517.99","511.70","","-0.43%"
"05/18/2015","514.68","515.88","517.56","513.28","","-0.21%"
"05/15/2015","515.74","517.74","518.49","513.90","","-0.54%"
"05/14/2015","518.56","519.60","522.23","517.83","","-0.32%"
"05/13/2015","520.23","523.80","526.29","519.87","","-0.40%"
"05/12/2015","522.31","512.95","523.19","511.76","","1.51%"
"05/11/2015","514.52","529.70","529.70","512.05","","-2.77%"
"05/08/2015","529.18","532.42","532.77","528.91","","-0.87%"
"05/07/2015","533.82","535.64","536.29","531.73","","-0.30%"
"05/06/2015","535.42","531.48","536.90","531.48","","1.27%"
"05/05/2015","528.69","532.32","532.51","526.20","","-0.67%"
"05/04/2015","532.25","532.17","536.83","530.02","","0.26%"
"04/30/2015","530.89","527.24","531.71","525.96","","0.79%"
"04/29/2015","526.74","529.61","530.74","525.70","","-0.39%"
"04/28/2015","528.78","534.66","537.75","527.90","","-1.16%"
"04/27/2015","535.01","533.03","535.93","533.02","","0.61%"
"04/24/2015","531.75","528.55","532.92","527.64","","1.07%"
"04/23/2015","526.13","532.82","532.82","524.74","","-0.38%"
"04/22/2015","528.12","520.41","530.52","519.39","","1.49%"
"04/21/2015","520.37","524.87","527.81","516.57","","-0.93%"
"04/20/2015","525.26","524.83","529.62","523.79","","1.00%"
"04/17/2015","520.06","510.78","522.55","508.37","","1.87%"
"04/16/2015","510.51","505.33","511.10","504.52","","1.83%"
"04/15/2015","501.35","503.12","504.75","499.91","","0.35%"
"04/14/2015","499.58","502.48","503.10","498.35","","-0.49%"
"04/13/2015","502.06","503.88","503.88","499.55","","-0.37%"
"04/10/2015","503.92","501.37","508.88","500.97","","0.97%"
"04/09/2015","499.08","495.56","499.57","492.43","","0.52%"
"04/08/2015","496.49","496.37","500.76","494.35","","0.59%"
"04/07/2015","493.60","498.24","499.22","491.41","","-0.76%"
"04/06/2015","497.37","494.21","498.79","490.31","","0.84%"
"04/03/2015","493.21","495.48","495.59","488.03","","0.01%"
"04/02/2015","493.17","490.53","494.13","488.71","","0.98%"
"04/01/2015","488.37","481.73","493.62","476.47","","1.48%"
"03/31/2015","481.26","461.01","481.39","461.01","","4.71%"
"03/30/2015","459.61","471.87","473.95","454.02","","-3.11%"
"03/27/2015","474.37","488.66","490.08","470.92","","-2.63%"
"03/26/2015","487.16","492.82","495.13","477.49","","-0.20%"
"03/25/2015","488.12","491.46","493.44","487.46","","-0.59%"
"03/24/2015","491.03","502.68","505.47","490.22","","-1.80%"
"03/20/2015","500.03","499.33","504.93","498.19","","0.27%"
"03/19/2015","498.69","501.20","501.20","497.07","","-0.64%"
"03/18/2015","501.90","514.98","516.27","497.05","","-2.81%"
"03/17/2015","516.39","521.02","521.72","514.15","","-0.79%"
"03/16/2015","520.48","530.70","531.10","519.58","","-2.22%"
"03/13/2015","532.27","528.90","533.19","528.90","","0.82%"
"03/12/2015","527.96","527.45","530.04","524.75","","0.09%"
"03/11/2015","527.50","525.07","528.67","521.61","","-0.06%"
"03/10/2015","527.80","534.16","534.16","526.53","","-1.16%"
"03/09/2015","533.98","544.06","544.78","533.62","","-1.77%"
"03/06/2015","543.62","548.40","550.79","543.24","","-0.80%"
"03/05/2015","548.03","545.80","548.43","545.34","","0.41%"
"03/04/2015","545.77","545.42","551.21","544.27","","0.17%"
"03/03/2015","544.86","546.86","547.84","537.89","","-0.27%"
"03/02/2015","546.36","553.72","555.34","545.18","","-1.20%"
"02/27/2015","552.98","557.63","557.90","551.60","","-0.69%"
"02/26/2015","556.81","558.86","561.41","555.35","","-0.22%"
"02/25/2015","558.04","558.42","560.86","557.08","","-0.10%"
"02/24/2015","558.59","557.82","559.33","556.95","","0.10%"
"02/23/2015","558.01","560.52","562.77","556.97","","-0.39%"
"02/20/2015","560.18","558.11","561.21","556.82","","0.69%"
"02/19/2015","556.36","552.69","557.21","549.58","","0.78%"
"02/18/2015","552.06","554.76","556.61","549.59","","-0.36%"
"02/17/2015","554.08","554.65","557.15","552.89","","0.07%"
"02/16/2015","553.71","558.70","558.87","551.90","","-0.60%"
"02/13/2015","557.04","554.74","560.50","551.74","","0.85%"
"02/12/2015","552.35","560.70","561.63","547.72","","-1.41%"
"02/11/2015","560.26","566.76","569.02","559.22","","-1.19%"
"02/10/2015","567.03","569.07","571.10","562.15","","-0.23%"
"02/09/2015","568.31","571.78","572.58","567.75","","-0.30%"
"02/06/2015","570.01","573.54","574.41","569.39","","-0.45%"
"02/04/2015","572.57","580.76","581.43","571.17","","-0.71%"
"02/03/2015","576.66","573.60","577.57","572.67","","0.96%"
"02/02/2015","571.15","568.82","572.30","568.73","","0.78%"
"01/30/2015","566.74","569.88","571.50","565.76","","-0.47%"
"01/29/2015","569.44","570.07","571.46","568.50","","-0.06%"
"01/28/2015","569.77","571.47","573.64","568.77","","-0.23%"
"01/27/2015","571.10","570.75","572.85","567.42","","0.25%"
"01/26/2015","569.70","567.27","571.26","565.76","","1.11%"
"01/23/2015","563.47","563.90","565.65","562.21","","-0.18%"
"01/22/2015","564.47","568.42","569.46","563.85","","-0.66%"
"01/21/2015","568.22","563.62","569.91","563.62","","0.96%"
"01/20/2015","562.79","560.85","563.15","556.46","","0.54%"
"01/19/2015","559.75","553.88","559.85","553.88","","1.36%"
"01/16/2015","552.24","550.88","554.25","549.52","","0.43%"
"01/15/2015","549.86","550.50","553.36","549.21","","0.53%"
"01/14/2015","546.96","545.50","549.08","545.49","","0.33%"
"01/13/2015","545.18","549.83","549.83","543.04","","-0.90%"
"01/12/2015","550.15","549.07","552.34","547.97","","0.22%"
"01/09/2015","548.95","547.79","551.86","547.62","","0.36%"
"01/08/2015","547.00","546.11","548.64","545.13","","0.42%"
"01/07/2015","544.70","540.36","546.73","538.57","","0.86%"
"01/06/2015","540.08","542.05","544.86","538.76","","-0.69%"
"01/05/2015","543.83","542.56","545.46","541.45","","0.21%"
"01/02/2015","542.70","538.35","542.94","536.83","","0.88%"
"01/01/2015","537.94","532.79","539.07","532.59","","0.99%"
"12/31/2014","532.68","531.20","534.55","531.20","","0.34%"
"12/30/2014","530.85","531.09","531.49","528.07","","0.02%"
"12/29/2014","530.72","532.67","533.27","529.60","","-0.28%"
"12/26/2014","532.20","535.21","536.58","531.53","","-0.34%"
"12/24/2014","534.03","528.79","534.35","528.20","","1.15%"
"12/23/2014","527.94","520.82","527.94","520.01","","1.43%"
"12/22/2014","520.52","511.65","522.81","511.65","","1.99%"
"12/19/2014","510.37","507.81","511.37","505.43","","0.68%"
"12/18/2014","506.92","515.55","515.99","506.02","","0.19%"
"12/17/2014","505.97","514.14","515.65","503.41","","-1.09%"
"12/16/2014","511.57","526.23","526.71","510.78","","-2.83%"
"12/15/2014","526.48","525.50","527.47","523.08","","0.03%"
"12/12/2014","526.33","531.29","532.17","525.30","","-1.10%"
"12/11/2014","532.18","533.22","537.25","530.35","","0.03%"
"12/10/2014","532.03","534.60","535.65","531.41","","-0.33%"
"12/09/2014","533.79","532.75","534.39","528.30","","0.23%"
"12/08/2014","532.55","534.22","535.20","531.63","","-0.34%"
"12/05/2014","534.39","535.11","539.18","533.22","","-0.24%"
"12/04/2014","535.67","533.34","537.08","532.23","","0.79%"
"12/03/2014","531.48","531.40","532.01","527.98","","0.61%"
"12/02/2014","528.27","524.49","529.65","524.49","","1.37%"
"12/01/2014","521.11","522.24","526.00","520.51","","-0.62%"
"11/28/2014","524.36","528.28","529.47","522.99","","-1.08%"
"11/27/2014","530.08","535.19","536.12","528.94","","-0.86%"
"11/26/2014","534.68","530.63","535.70","528.93","","0.85%"
"11/25/2014","530.19","532.68","532.68","525.06","","-0.48%"
"11/24/2014","532.74","533.99","536.02","532.29","","-0.14%"
"11/21/2014","533.50","531.17","534.29","531.14","","0.57%"
"11/20/2014","530.49","539.01","539.40","527.02","","-1.69%"
"11/19/2014","539.59","544.89","547.82","538.23","","-0.67%"
"11/18/2014","543.23","538.60","543.61","534.56","","1.09%"
"11/17/2014","537.37","531.36","538.12","531.06","","1.47%"
"11/14/2014","529.59","532.10","532.10","527.05","","-0.46%"
"11/13/2014","532.02","538.83","540.48","531.08","","-0.91%"
"11/12/2014","536.89","532.35","539.57","531.77","","0.99%"
"11/11/2014","531.64","532.59","532.97","530.02","","0.07%"
"11/10/2014","531.29","530.05","533.52","529.62","","1.21%"
"11/07/2014","524.92","521.50","526.30","518.99","","0.70%"
"11/06/2014","521.27","525.39","527.46","520.24","","-0.66%"
"11/05/2014","524.74","524.16","528.44","523.08","","0.23%"
"10/31/2014","523.51","521.90","524.07","520.74","","0.56%"
"10/30/2014","520.59","519.92","521.24","519.31","","0.25%"
"10/29/2014","519.28","523.31","524.28","518.80","","-0.39%"
"10/28/2014","521.32","522.49","524.10","520.62","","-0.09%"
"10/27/2014","521.80","520.29","522.60","519.38","","0.45%"
"10/24/2014","519.48","517.93","522.55","517.45","","0.33%"
"10/23/2014","517.76","518.35","518.84","515.85","","-0.02%"
"10/22/2014","517.87","515.27","519.09","515.27","","0.97%"
"10/21/2014","512.90","514.91","518.18","510.72","","-0.21%"
"10/20/2014","513.97","518.66","518.66","512.72","","-0.68%"
"10/17/2014","517.47","518.74","522.24","516.14","","-0.22%"
"10/16/2014","518.62","522.11","523.23","516.63","","-0.95%"
"10/15/2014","523.60","531.04","531.04","522.87","","-1.35%"
"10/14/2014","530.74","534.26","535.75","530.08","","-0.57%"
"10/13/2014","533.77","531.65","536.15","530.93","","0.60%"
"10/10/2014","530.61","529.88","532.31","528.64","","0.13%"
"10/09/2014","529.91","535.43","535.48","529.60","","-1.02%"
"10/03/2014","535.36","536.26","537.84","533.98","","-0.10%"
"10/02/2014","535.92","538.81","538.93","535.77","","-0.16%"
"10/01/2014","536.80","530.49","537.16","530.49","","1.24%"
"09/30/2014","530.22","524.42","530.96","524.04","","1.19%"
"09/29/2014","523.96","529.35","530.24","523.03","","-1.12%"
"09/26/2014","529.89","535.28","536.39","529.28","","-0.89%"
"09/25/2014","534.67","538.11","538.45","532.41","","-0.62%"
"09/24/2014","538.00","543.07","544.34","537.69","","-0.80%"
"09/23/2014","542.32","541.53","545.06","540.94","","0.09%"
"09/22/2014","541.83","543.86","545.57","541.55","","-0.18%"
"09/19/2014","542.79","545.32","547.39","542.48","","-0.39%"
"09/18/2014","544.93","547.15","547.99","544.26","","-0.43%"
"09/17/2014","547.29","549.27","550.02","543.21","","-0.30%"
"09/16/2014","548.93","547.94","551.22","545.25","","0.12%"
"09/15/2014","548.26","546.67","548.69","542.76","","0.31%"
"09/12/2014","546.59","542.11","547.72","541.86","","1.03%"
"09/11/2014","541.03","539.14","542.60","538.53","","0.31%"
"09/10/2014","539.38","540.99","541.47","538.80","","-0.12%"
"09/09/2014","540.01","540.60","543.63","539.58","","-0.17%"
"09/08/2014","540.95","540.55","543.69","539.73","","-0.03%"
"09/05/2014","541.13","542.96","545.03","540.32","","-0.37%"
"09/04/2014","543.13","542.85","546.83","541.05","","-0.14%"
"09/03/2014","543.88","542.50","545.86","541.22","","0.92%"
"09/02/2014","538.94","528.55","540.25","528.55","","2.53%"
"09/01/2014","525.64","518.93","529.01","518.93","","-0.47%"
"08/29/2014","528.12","524.80","531.89","520.41","","3.67%"
"08/28/2014","509.42","507.95","512.82","502.21","","-0.63%"
"08/27/2014","512.66","523.23","525.06","508.74","","-2.00%"
"08/26/2014","523.10","528.75","531.51","522.20","","-1.07%"
"08/25/2014","528.76","535.84","535.84","527.54","","-1.50%"
"08/22/2014","536.81","537.69","541.22","536.42","","-0.09%"
"08/21/2014","537.29","538.00","542.81","534.06","","0.95%"
